flow_duration,total_fwd_packets,total_backward_packets,total_length_fwd_packets,total_length_bwd_packets,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,bwd_packet_length_max,bwd_packet_length_min,flow_bytes_s,flow_packets_s,label
204.90691711102053,54,17,1696.7247987191415,912.5589826569992,135.1319296551051,24.01935153100192,227.7757229512966,531.9413697605006,27.847419373194423,2608.525523768801,27.64378788383474,BENIGN
414.3655919220013,63,27,630.9435758318157,1878.9864951924428,329.2072236611794,60.483882991781215,338.73783211213737,360.1481512255367,35.89100185055733,9483.920152011986,42.32056200795508,BENIGN
1068.305038915304,54,30,969.4110783307152,51.41236481424618,283.0172235392475,46.0498129379136,304.3892515338944,37.52876026988266,37.0394558329588,22686.932720506116,54.91580418260803,BENIGN
1991.7788752652125,47,30,2336.042517442942,1220.470955357179,309.25624316181285,27.424747249687474,167.36003615537533,502.0916956009533,13.51836228249946,1822.5755826439624,2.052870383128319,BENIGN
2069.0841132375435,48,34,1033.0752495014897,317.8509076222372,299.4776602647978,116.3722722896628,307.1400788685162,270.5624596570148,3.6861565366665623,3418.7165546545552,24.82415314879703,BENIGN
719.2339863118927,52,26,66.3087965632579,1472.147418126193,89.35596652812882,56.729277839956495,290.68021870791017,493.3005407201463,26.933318578321828,3251.513377088029,122.2814532270336,BENIGN
489.91661196656366,44,28,634.8263305863456,301.54560551371225,553.3641524954222,10.746758216735302,225.9531634330635,161.97368728792748,18.73284949037925,1400.1444150170687,54.71396096419126,BENIGN
222.16312570607096,45,23,2035.9181215831777,223.524146290558,101.93219714565724,11.340523303516983,206.79356925793664,107.23001851111108,31.42720807636323,11586.88577706185,84.97041622700317,BENIGN
128.27389897000617,56,34,1121.4219198996673,503.5187919991422,413.55940939314274,63.42694619533299,216.89774828998105,86.15870922792837,20.17464382741937,12300.45886123993,28.38805509374149,BENIGN
733.4983454295815,50,37,592.252096833754,199.20316220107065,1060.2623109854655,74.04054375067696,327.07576509810826,257.07641262742555,12.486117923787544,9295.307742461771,137.51144273868394,BENIGN
184.95517777572175,51,37,146.0121199299874,386.6389698411932,77.81884587660535,39.87414230064682,239.18183625060144,588.9772319075987,2.2125999391453,1134.4518648769963,33.471357244749896,BENIGN
144.5360273752324,52,29,2156.566245694818,120.82773363745603,318.33992179601245,97.61781592062376,259.198279142777,115.7946060521439,9.15824772688889,21952.5552949436,71.86604122007655,BENIGN
1718.673486256617,36,20,91.69878534719643,631.2580312986718,197.48009837730615,66.83888048656948,335.9629249624327,746.6489630746258,36.22535424050216,9311.4581493283,335.1181599075382,BENIGN
1350.03424835367,43,29,42.97920776585445,534.2088803402371,305.9663219781923,42.761329471165936,320.237728716745,358.4439544347816,31.371106939176094,1832.6976957690372,119.07476442619144,BENIGN
113.36133854066338,57,28,1290.2410116385686,1206.8151868776,567.0916457482074,85.65986164909212,334.5055482967246,196.58244763882144,47.6634105324377,2786.5128932669945,43.7763642743798,BENIGN
150.95449812302087,39,23,366.06662438721605,1587.9155131416042,119.747307575825,4.823512166188858,168.02508887689336,1087.9362463865896,24.08178050763837,6460.243514274001,25.31145088356553,BENIGN
97.60250898985603,37,31,1954.4180614861923,473.2320294319041,392.4007022721942,6.876335977719116,333.5118789459667,195.6117322133242,52.87121566918317,4892.165298126784,325.358474086931,BENIGN
